dataset,split_type,split_num,model,roc_auc
bbbp,spectra_tanimoto,0.65_2,RF,1.0
bbbp,spectra_tanimoto,0.65_2,XGB,0.8333333333333334
bbbp,spectra_tanimoto,0.65_2,SVM,1.0
bbbp,spectra_tanimoto,0.70_0,LogReg,0.75
bbbp,spectra_tanimoto,0.70_0,RF,0.75
bbbp,spectra_tanimoto,0.70_0,XGB,0.75
bbbp,spectra_tanimoto,0.70_0,SVM,0.0
bbbp,spectra_tanimoto,0.70_1,LogReg,0.5555555555555556
bbbp,spectra_tanimoto,0.70_1,RF,0.6666666666666667
bbbp,spectra_tanimoto,0.70_1,XGB,0.33333333333333337
bbbp,spectra_tanimoto,0.70_1,SVM,0.5555555555555556
bbbp,spectra_tanimoto,0.70_2,LogReg,1.0
bbbp,spectra_tanimoto,0.70_2,RF,0.6666666666666666
bbbp,spectra_tanimoto,0.70_2,XGB,1.0
bbbp,spectra_tanimoto,0.70_2,SVM,0.6666666666666666
bbbp,spectra_tanimoto,0.75_0,LogReg,
bbbp,spectra_tanimoto,0.75_0,RF,
bbbp,spectra_tanimoto,0.75_0,XGB,
bbbp,spectra_tanimoto,0.75_0,SVM,
bbbp,spectra_tanimoto,0.75_1,LogReg,
bbbp,spectra_tanimoto,0.75_1,RF,
bbbp,spectra_tanimoto,0.75_1,XGB,
bbbp,spectra_tanimoto,0.75_1,SVM,
bbbp,spectra_tanimoto,0.75_2,LogReg,0.6
bbbp,spectra_tanimoto,0.75_2,RF,1.0
bbbp,spectra_tanimoto,0.75_2,XGB,1.0
bbbp,spectra_tanimoto,0.75_2,SVM,0.4
bbbp,random,0,LogReg,0.8659806295399516
bbbp,random,0,RF,0.8951054998270495
bbbp,random,0,XGB,0.8738671739882393
bbbp,random,0,SVM,0.8789519197509512
bbbp,random,1,LogReg,0.8719668398206789
bbbp,random,1,RF,0.9019604354942005
bbbp,random,1,XGB,0.868782466377286
bbbp,random,1,SVM,0.8812886928058066
bbbp,random,2,LogReg,0.925886356441912
bbbp,random,2,RF,0.9329495093383985
bbbp,random,2,XGB,0.9186055713833492
bbbp,random,2,SVM,0.9218106995884773
bbbp,random,3,LogReg,0.9022767593140155
bbbp,random,3,RF,0.926504287403903
bbbp,random,3,XGB,0.915102010644589
bbbp,random,3,SVM,0.9071185688941455
bbbp,random,4,LogReg,0.9303073119039208
bbbp,random,4,RF,0.9432532673966796
bbbp,random,4,XGB,0.9166725538678913
bbbp,random,4,SVM,0.9450724125750618
bbbp,scaffold,0,LogReg,0.8350113981762918
bbbp,scaffold,0,RF,0.874738791793313
bbbp,scaffold,0,XGB,0.8333491641337386
bbbp,scaffold,0,SVM,0.8785619300911853
bbbp,scaffold,1,LogReg,0.8541941771992706
bbbp,scaffold,1,RF,0.8525907061560712
bbbp,scaffold,1,XGB,0.8626674212412753
bbbp,scaffold,1,SVM,0.873718795195875
bbbp,scaffold,2,LogReg,0.9211097232266123
bbbp,scaffold,2,RF,0.9351127473538887
bbbp,scaffold,2,XGB,0.9192360791532443
bbbp,scaffold,2,SVM,0.936476891723095
bbbp,scaffold,3,LogReg,0.8476282221631676
bbbp,scaffold,3,RF,0.8903634068562318
bbbp,scaffold,3,XGB,0.8679577464788732
bbbp,scaffold,3,SVM,0.8933032155195323
bbbp,scaffold,4,LogReg,0.892904290429043
bbbp,scaffold,4,RF,0.8893472680601394
bbbp,scaffold,4,XGB,0.8324899156582326
bbbp,scaffold,4,SVM,0.878034470113678
bbbp,umap,0,LogReg,0.7627840909090909
bbbp,umap,0,RF,0.5369318181818181
bbbp,umap,0,XGB,0.7283380681818182
bbbp,umap,0,SVM,0.6839488636363636
bbbp,umap,1,LogReg,0.7375716519020323
bbbp,umap,1,RF,0.8170661803022408
bbbp,umap,1,XGB,0.7656070870244918
bbbp,umap,1,SVM,0.8154768108389786
bbbp,umap,2,LogReg,0.8977234114848794
bbbp,umap,2,RF,0.7607883112470268
bbbp,umap,2,XGB,0.818212708120965
bbbp,umap,2,SVM,0.7957866123003737
bbbp,umap,3,LogReg,0.6755213505461768
bbbp,umap,3,RF,0.8380089374379345
bbbp,umap,3,XGB,0.4978897715988083
bbbp,umap,3,SVM,0.8987090367428003
bbbp,umap,4,LogReg,0.93944099378882
bbbp,umap,4,RF,0.9068322981366459
bbbp,umap,4,XGB,0.920807453416149
bbbp,umap,4,SVM,0.9394409937888198
