dataset,split_type,split_num,model,SP,metric
delaney,scaffold,5_ensemble2,chemprop,NA,0.857535600662231
delaney,scaffold,1_ensemble3,chemprop,NA,0.786424934864044
delaney,scaffold,2_ensemble3,chemprop,NA,0.809830486774445
delaney,scaffold,3_ensemble3,chemprop,NA,0.793138027191162
delaney,scaffold,4_ensemble3,chemprop,NA,0.863732278347015
delaney,scaffold,5_ensemble3,chemprop,NA,0.846943616867065
delaney,scaffold,1_ensemble4,chemprop,NA,0.789710521697998
delaney,scaffold,2_ensemble4,chemprop,NA,0.832825064659119
delaney,scaffold,3_ensemble4,chemprop,NA,0.823332786560059
delaney,scaffold,4_ensemble4,chemprop,NA,0.88214761018753
delaney,scaffold,5_ensemble4,chemprop,NA,0.860115230083466
delaney,scaffold,1_ensemble5,chemprop,NA,0.807240962982178
delaney,scaffold,2_ensemble5,chemprop,NA,0.812092959880829
delaney,scaffold,3_ensemble5,chemprop,NA,0.791776716709137
delaney,scaffold,4_ensemble5,chemprop,NA,0.865713238716125
delaney,scaffold,5_ensemble5,chemprop,NA,0.832286059856415
delaney,umap,1_ensemble1,chemprop,NA,1.05665719509124
delaney,umap,2_ensemble1,chemprop,NA,0.856148898601532
delaney,umap,3_ensemble1,chemprop,NA,0.807487487792968
delaney,umap,4_ensemble1,chemprop,NA,0.589417576789856
delaney,umap,5_ensemble1,chemprop,NA,0.835781991481781
delaney,umap,1_ensemble2,chemprop,NA,0.981172680854797
delaney,umap,2_ensemble2,chemprop,NA,0.814960420131683
delaney,umap,3_ensemble2,chemprop,NA,0.948227763175964
delaney,umap,4_ensemble2,chemprop,NA,0.574033915996551
delaney,umap,5_ensemble2,chemprop,NA,0.810208141803741
delaney,umap,1_ensemble3,chemprop,NA,1.01336908340454
delaney,umap,2_ensemble3,chemprop,NA,0.82881224155426
delaney,umap,3_ensemble3,chemprop,NA,0.916965126991272
delaney,umap,4_ensemble3,chemprop,NA,0.621269583702087
delaney,umap,5_ensemble3,chemprop,NA,0.782696723937988
delaney,umap,1_ensemble4,chemprop,NA,1.10413372516632
delaney,umap,2_ensemble4,chemprop,NA,0.79977536201477
delaney,umap,3_ensemble4,chemprop,NA,0.872896015644073
delaney,umap,4_ensemble4,chemprop,NA,0.594747006893158
delaney,umap,5_ensemble4,chemprop,NA,0.879001200199127
delaney,umap,1_ensemble5,chemprop,NA,0.957442283630371
delaney,umap,2_ensemble5,chemprop,NA,0.858518600463867
delaney,umap,3_ensemble5,chemprop,NA,0.804463684558868
delaney,umap,4_ensemble5,chemprop,NA,0.604683578014373
delaney,umap,5_ensemble5,chemprop,NA,0.805492579936981
delaney,spectra_tanimoto,0.00_0_ensemble1,chemprop,0.00,0.576604008674622
delaney,spectra_tanimoto,0.00_1_ensemble1,chemprop,0.00,0.702384948730469
delaney,spectra_tanimoto,0.00_2_ensemble1,chemprop,0.00,0.677030503749847
delaney,spectra_tanimoto,0.05_0_ensemble1,chemprop,0.05,0.64763593673706
delaney,spectra_tanimoto,0.05_1_ensemble1,chemprop,0.05,0.677820026874542
delaney,spectra_tanimoto,0.05_2_ensemble1,chemprop,0.05,1.23566448688507
delaney,spectra_tanimoto,0.10_0_ensemble1,chemprop,0.10,1.92434453964233
delaney,spectra_tanimoto,0.10_1_ensemble1,chemprop,0.10,0.841374933719635
delaney,spectra_tanimoto,0.10_2_ensemble1,chemprop,0.10,0.775749623775482
delaney,spectra_tanimoto,0.15_0_ensemble1,chemprop,0.15,1.16169667243958
delaney,spectra_tanimoto,0.15_1_ensemble1,chemprop,0.15,0.939112901687622
delaney,spectra_tanimoto,0.15_2_ensemble1,chemprop,0.15,2.03008651733398
delaney,spectra_tanimoto,0.20_0_ensemble1,chemprop,0.20,0.958710849285126
delaney,spectra_tanimoto,0.20_1_ensemble1,chemprop,0.20,1.54125690460205
delaney,spectra_tanimoto,0.20_2_ensemble1,chemprop,0.20,1.37592494487762
delaney,spectra_tanimoto,0.25_0_ensemble1,chemprop,0.25,2.56397390365601
delaney,spectra_tanimoto,0.25_1_ensemble1,chemprop,0.25,1.20509231090546
delaney,spectra_tanimoto,0.25_2_ensemble1,chemprop,0.25,1.50472617149353
delaney,spectra_tanimoto,0.30_0_ensemble1,chemprop,0.30,2.17101383209229
delaney,spectra_tanimoto,0.30_1_ensemble1,chemprop,0.30,1.70724868774414
delaney,spectra_tanimoto,0.30_2_ensemble1,chemprop,0.30,2.3284912109375
delaney,spectra_tanimoto,0.35_0_ensemble1,chemprop,0.35,1.22130453586578
delaney,spectra_tanimoto,0.35_1_ensemble1,chemprop,0.35,2.11137986183167
delaney,spectra_tanimoto,0.35_2_ensemble1,chemprop,0.35,1.42172956466675
delaney,spectra_tanimoto,0.40_0_ensemble1,chemprop,0.40,1.92115390300751
delaney,spectra_tanimoto,0.40_1_ensemble1,chemprop,0.40,1.51318740844727
delaney,spectra_tanimoto,0.40_2_ensemble1,chemprop,0.40,3.38145542144775
delaney,spectra_tanimoto,0.45_0_ensemble1,chemprop,0.45,1.26349794864655
delaney,spectra_tanimoto,0.45_1_ensemble1,chemprop,0.45,1.10194838047028
delaney,spectra_tanimoto,0.45_2_ensemble1,chemprop,0.45,1.64456188678741
delaney,spectra_tanimoto,0.50_0_ensemble1,chemprop,0.50,1.93285155296326
delaney,spectra_tanimoto,0.50_1_ensemble1,chemprop,0.50,1.22537660598755
delaney,spectra_tanimoto,0.50_2_ensemble1,chemprop,0.50,2.21681380271912
delaney,spectra_tanimoto,0.55_0_ensemble1,chemprop,0.55,1.63492143154144
delaney,spectra_tanimoto,0.55_1_ensemble1,chemprop,0.55,1.34217000007629
delaney,spectra_tanimoto,0.55_2_ensemble1,chemprop,0.55,1.64750444889069
delaney,spectra_tanimoto,0.60_0_ensemble1,chemprop,0.60,2.01583480834961
delaney,spectra_tanimoto,0.60_1_ensemble1,chemprop,0.60,1.77016961574554
delaney,spectra_tanimoto,0.60_2_ensemble1,chemprop,0.60,2.0228807926178
delaney,spectra_tanimoto,0.65_0_ensemble1,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_1_ensemble1,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_2_ensemble1,chemprop,0.65,1.74159824848175
delaney,spectra_tanimoto,0.70_0_ensemble1,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_1_ensemble1,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_2_ensemble1,chemprop,0.70,NA
delaney,spectra_tanimoto,0.75_0_ensemble1,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_1_ensemble1,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_2_ensemble1,chemprop,0.75,NA
delaney,spectra_tanimoto,0.80_0_ensemble1,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_1_ensemble1,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_2_ensemble1,chemprop,0.80,NA
delaney,spectra_tanimoto,0.85_0_ensemble1,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_1_ensemble1,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_2_ensemble1,chemprop,0.85,NA
delaney,spectra_tanimoto,0.90_0_ensemble1,chemprop,0.90,NA
delaney,spectra_tanimoto,0.90_1_ensemble1,chemprop,0.90,NA
delaney,spectra_tanimoto,0.90_2_ensemble1,chemprop,0.90,NA
delaney,spectra_tanimoto,0.95_0_ensemble1,chemprop,0.95,NA
delaney,spectra_tanimoto,0.95_1_ensemble1,chemprop,0.95,NA
delaney,spectra_tanimoto,0.95_2_ensemble1,chemprop,0.95,NA
delaney,spectra_tanimoto,1.00_0_ensemble1,chemprop,1.00,NA
delaney,spectra_tanimoto,1.00_1_ensemble1,chemprop,1.00,NA
delaney,spectra_tanimoto,1.00_2_ensemble1,chemprop,1.00,NA
delaney,spectra_tanimoto,0.00_0_ensemble2,chemprop,0.00,0.574620008468628
delaney,spectra_tanimoto,0.00_1_ensemble2,chemprop,0.00,0.597769856452942
delaney,spectra_tanimoto,0.00_2_ensemble2,chemprop,0.00,0.698114454746246
delaney,spectra_tanimoto,0.05_0_ensemble2,chemprop,0.05,1.74848318099976
delaney,spectra_tanimoto,0.05_1_ensemble2,chemprop,0.05,0.970439076423645
delaney,spectra_tanimoto,0.05_2_ensemble2,chemprop,0.05,0.795070827007294
delaney,spectra_tanimoto,0.10_0_ensemble2,chemprop,0.10,1.87350356578827
delaney,spectra_tanimoto,0.10_1_ensemble2,chemprop,0.10,0.836373746395111
delaney,spectra_tanimoto,0.10_2_ensemble2,chemprop,0.10,0.924348533153534
delaney,spectra_tanimoto,0.15_0_ensemble2,chemprop,0.15,1.15786278247833
delaney,spectra_tanimoto,0.15_1_ensemble2,chemprop,0.15,1.21807754039764
delaney,spectra_tanimoto,0.15_2_ensemble2,chemprop,0.15,2.03944325447083
delaney,spectra_tanimoto,0.20_0_ensemble2,chemprop,0.20,0.940322637557983
delaney,spectra_tanimoto,0.20_1_ensemble2,chemprop,0.20,1.90401804447174
delaney,spectra_tanimoto,0.20_2_ensemble2,chemprop,0.20,1.85146594047546
delaney,spectra_tanimoto,0.25_0_ensemble2,chemprop,0.25,2.55589580535889
delaney,spectra_tanimoto,0.25_1_ensemble2,chemprop,0.25,1.34477782249451
delaney,spectra_tanimoto,0.25_2_ensemble2,chemprop,0.25,1.35033285617828
delaney,spectra_tanimoto,0.30_0_ensemble2,chemprop,0.30,2.15699434280396
delaney,spectra_tanimoto,0.30_1_ensemble2,chemprop,0.30,1.70295214653015
delaney,spectra_tanimoto,0.30_2_ensemble2,chemprop,0.30,2.49677038192749
delaney,spectra_tanimoto,0.35_0_ensemble2,chemprop,0.35,1.87180483341217
delaney,spectra_tanimoto,0.35_1_ensemble2,chemprop,0.35,1.60879755020142
delaney,spectra_tanimoto,0.35_2_ensemble2,chemprop,0.35,1.92526972293854
delaney,spectra_tanimoto,0.40_0_ensemble2,chemprop,0.40,1.50227427482605
delaney,spectra_tanimoto,0.40_1_ensemble2,chemprop,0.40,1.63292467594147
delaney,spectra_tanimoto,0.40_2_ensemble2,chemprop,0.40,3.37620520591736
delaney,spectra_tanimoto,0.45_0_ensemble2,chemprop,0.45,1.76133608818054
delaney,spectra_tanimoto,0.45_1_ensemble2,chemprop,0.45,1.17975211143494
delaney,spectra_tanimoto,0.45_2_ensemble2,chemprop,0.45,1.47298002243042
delaney,spectra_tanimoto,0.50_0_ensemble2,chemprop,0.50,1.82475972175598
delaney,spectra_tanimoto,0.50_1_ensemble2,chemprop,0.50,1.15743350982666
delaney,spectra_tanimoto,0.50_2_ensemble2,chemprop,0.50,2.96702098846436
delaney,spectra_tanimoto,0.55_0_ensemble2,chemprop,0.55,1.5889847278595
delaney,spectra_tanimoto,0.55_1_ensemble2,chemprop,0.55,1.32490789890289
delaney,spectra_tanimoto,0.55_2_ensemble2,chemprop,0.55,1.54549896717072
delaney,spectra_tanimoto,0.60_0_ensemble2,chemprop,0.60,1.99284422397614
delaney,spectra_tanimoto,0.60_1_ensemble2,chemprop,0.60,1.34568226337433
delaney,spectra_tanimoto,0.60_2_ensemble2,chemprop,0.60,2.09145736694336
delaney,spectra_tanimoto,0.65_0_ensemble2,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_1_ensemble2,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_2_ensemble2,chemprop,0.65,1.75627708435059
delaney,spectra_tanimoto,0.70_0_ensemble2,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_1_ensemble2,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_2_ensemble2,chemprop,0.70,NA
delaney,spectra_tanimoto,0.75_0_ensemble2,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_1_ensemble2,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_2_ensemble2,chemprop,0.75,NA
delaney,spectra_tanimoto,0.80_0_ensemble2,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_1_ensemble2,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_2_ensemble2,chemprop,0.80,NA
delaney,spectra_tanimoto,0.85_0_ensemble2,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_1_ensemble2,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_2_ensemble2,chemprop,0.85,NA
delaney,spectra_tanimoto,0.90_0_ensemble2,chemprop,0.90,NA
delaney,spectra_tanimoto,0.90_1_ensemble2,chemprop,0.90,NA
delaney,spectra_tanimoto,0.90_2_ensemble2,chemprop,0.90,NA
delaney,spectra_tanimoto,0.95_0_ensemble2,chemprop,0.95,NA
delaney,spectra_tanimoto,0.95_1_ensemble2,chemprop,0.95,NA
delaney,spectra_tanimoto,0.95_2_ensemble2,chemprop,0.95,NA
delaney,spectra_tanimoto,1.00_0_ensemble2,chemprop,1.00,NA
delaney,spectra_tanimoto,1.00_1_ensemble2,chemprop,1.00,NA
delaney,spectra_tanimoto,1.00_2_ensemble2,chemprop,1.00,NA
delaney,spectra_tanimoto,0.00_0_ensemble3,chemprop,0.00,0.555929064750671
delaney,spectra_tanimoto,0.00_1_ensemble3,chemprop,0.00,0.561841785907745
delaney,spectra_tanimoto,0.00_2_ensemble3,chemprop,0.00,0.743941307067871
delaney,spectra_tanimoto,0.05_0_ensemble3,chemprop,0.05,0.681861996650696
delaney,spectra_tanimoto,0.05_1_ensemble3,chemprop,0.05,0.686424553394318
delaney,spectra_tanimoto,0.05_2_ensemble3,chemprop,0.05,1.1472008228302
delaney,spectra_tanimoto,0.10_0_ensemble3,chemprop,0.10,2.37723255157471
delaney,spectra_tanimoto,0.10_1_ensemble3,chemprop,0.10,1.22295165061951
delaney,spectra_tanimoto,0.10_2_ensemble3,chemprop,0.10,0.765512943267822
delaney,spectra_tanimoto,0.15_0_ensemble3,chemprop,0.15,1.21126449108124
delaney,spectra_tanimoto,0.15_1_ensemble3,chemprop,0.15,0.851090669631958
delaney,spectra_tanimoto,0.15_2_ensemble3,chemprop,0.15,2.11606073379517
delaney,spectra_tanimoto,0.20_0_ensemble3,chemprop,0.20,0.954059720039368
delaney,spectra_tanimoto,0.20_1_ensemble3,chemprop,0.20,1.41401422023773
delaney,spectra_tanimoto,0.20_2_ensemble3,chemprop,0.20,1.41580080986023
delaney,spectra_tanimoto,0.25_0_ensemble3,chemprop,0.25,2.5510401725769
delaney,spectra_tanimoto,0.25_1_ensemble3,chemprop,0.25,1.45185732841492
delaney,spectra_tanimoto,0.25_2_ensemble3,chemprop,0.25,1.55317950248718
delaney,spectra_tanimoto,0.30_0_ensemble3,chemprop,0.30,2.17821264266968
delaney,spectra_tanimoto,0.30_1_ensemble3,chemprop,0.30,5.16060447692871
delaney,spectra_tanimoto,0.30_2_ensemble3,chemprop,0.30,2.00797748565674
delaney,spectra_tanimoto,0.35_0_ensemble3,chemprop,0.35,1.36593377590179
delaney,spectra_tanimoto,0.35_1_ensemble3,chemprop,0.35,1.7817873954773
delaney,spectra_tanimoto,0.35_2_ensemble3,chemprop,0.35,1.87488329410553
delaney,spectra_tanimoto,0.40_0_ensemble3,chemprop,0.40,1.83279764652252
delaney,spectra_tanimoto,0.40_1_ensemble3,chemprop,0.40,1.52426850795746
delaney,spectra_tanimoto,0.40_2_ensemble3,chemprop,0.40,3.37606739997864
delaney,spectra_tanimoto,0.45_0_ensemble3,chemprop,0.45,1.74592363834381
delaney,spectra_tanimoto,0.45_1_ensemble3,chemprop,0.45,1.52821588516235
delaney,spectra_tanimoto,0.45_2_ensemble3,chemprop,0.45,1.54684746265411
delaney,spectra_tanimoto,0.50_0_ensemble3,chemprop,0.50,2.01476001739502
delaney,spectra_tanimoto,0.50_1_ensemble3,chemprop,0.50,1.62057328224182
delaney,spectra_tanimoto,0.50_2_ensemble3,chemprop,0.50,3.08170962333679
delaney,spectra_tanimoto,0.55_0_ensemble3,chemprop,0.55,1.63932061195374
delaney,spectra_tanimoto,0.55_1_ensemble3,chemprop,0.55,1.81209206581116
delaney,spectra_tanimoto,0.55_2_ensemble3,chemprop,0.55,1.84996032714844
delaney,spectra_tanimoto,0.60_0_ensemble3,chemprop,0.60,2.0210542678833
delaney,spectra_tanimoto,0.60_1_ensemble3,chemprop,0.60,1.35456585884094
delaney,spectra_tanimoto,0.60_2_ensemble3,chemprop,0.60,2.16152143478394
delaney,spectra_tanimoto,0.65_0_ensemble3,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_1_ensemble3,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_2_ensemble3,chemprop,0.65,1.75295853614807
delaney,spectra_tanimoto,0.70_0_ensemble3,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_1_ensemble3,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_2_ensemble3,chemprop,0.70,NA
delaney,spectra_tanimoto,0.75_0_ensemble3,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_1_ensemble3,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_2_ensemble3,chemprop,0.75,NA
delaney,spectra_tanimoto,0.80_0_ensemble3,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_1_ensemble3,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_2_ensemble3,chemprop,0.80,NA
delaney,spectra_tanimoto,0.85_0_ensemble3,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_1_ensemble3,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_2_ensemble3,chemprop,0.85,NA
delaney,spectra_tanimoto,0.90_0_ensemble3,chemprop,0.90,NA
delaney,spectra_tanimoto,0.90_1_ensemble3,chemprop,0.90,NA
delaney,spectra_tanimoto,0.90_2_ensemble3,chemprop,0.90,NA
delaney,spectra_tanimoto,0.95_0_ensemble3,chemprop,0.95,NA
delaney,spectra_tanimoto,0.95_1_ensemble3,chemprop,0.95,NA
delaney,spectra_tanimoto,0.95_2_ensemble3,chemprop,0.95,NA
delaney,spectra_tanimoto,1.00_0_ensemble3,chemprop,1.00,NA
delaney,spectra_tanimoto,1.00_1_ensemble3,chemprop,1.00,NA
delaney,spectra_tanimoto,1.00_2_ensemble3,chemprop,1.00,NA
delaney,spectra_tanimoto,0.00_0_ensemble4,chemprop,0.00,0.705113589763641
delaney,spectra_tanimoto,0.00_1_ensemble4,chemprop,0.00,0.551130652427673
delaney,spectra_tanimoto,0.00_2_ensemble4,chemprop,0.00,0.679697453975677
delaney,spectra_tanimoto,0.05_0_ensemble4,chemprop,0.05,1.29057681560516
delaney,spectra_tanimoto,0.05_1_ensemble4,chemprop,0.05,0.713972210884094
delaney,spectra_tanimoto,0.05_2_ensemble4,chemprop,0.05,1.12180113792419
delaney,spectra_tanimoto,0.10_0_ensemble4,chemprop,0.10,1.39931535720825
delaney,spectra_tanimoto,0.10_1_ensemble4,chemprop,0.10,1.17923367023468
delaney,spectra_tanimoto,0.10_2_ensemble4,chemprop,0.10,0.821521282196045
delaney,spectra_tanimoto,0.15_0_ensemble4,chemprop,0.15,1.0987057685852
delaney,spectra_tanimoto,0.15_1_ensemble4,chemprop,0.15,0.921327412128448
delaney,spectra_tanimoto,0.15_2_ensemble4,chemprop,0.15,2.1411349773407
delaney,spectra_tanimoto,0.20_0_ensemble4,chemprop,0.20,0.914677262306213
delaney,spectra_tanimoto,0.20_1_ensemble4,chemprop,0.20,1.73733472824097
delaney,spectra_tanimoto,0.20_2_ensemble4,chemprop,0.20,1.53365063667297
delaney,spectra_tanimoto,0.25_0_ensemble4,chemprop,0.25,2.55582666397095
delaney,spectra_tanimoto,0.25_1_ensemble4,chemprop,0.25,0.97331577539444
delaney,spectra_tanimoto,0.25_2_ensemble4,chemprop,0.25,1.47328317165375
delaney,spectra_tanimoto,0.30_0_ensemble4,chemprop,0.30,2.19788694381714
delaney,spectra_tanimoto,0.30_1_ensemble4,chemprop,0.30,3.50572061538696
delaney,spectra_tanimoto,0.30_2_ensemble4,chemprop,0.30,1.84525680541992
delaney,spectra_tanimoto,0.35_0_ensemble4,chemprop,0.35,1.18044006824493
delaney,spectra_tanimoto,0.35_1_ensemble4,chemprop,0.35,2.10004019737244
delaney,spectra_tanimoto,0.35_2_ensemble4,chemprop,0.35,1.92005705833435
delaney,spectra_tanimoto,0.40_0_ensemble4,chemprop,0.40,2.06774044036865
delaney,spectra_tanimoto,0.40_1_ensemble4,chemprop,0.40,1.50423884391785
delaney,spectra_tanimoto,0.40_2_ensemble4,chemprop,0.40,3.37577486038208
delaney,spectra_tanimoto,0.45_0_ensemble4,chemprop,0.45,1.76628684997559
delaney,spectra_tanimoto,0.45_1_ensemble4,chemprop,0.45,1.06714940071106
delaney,spectra_tanimoto,0.45_2_ensemble4,chemprop,0.45,1.51367485523224
delaney,spectra_tanimoto,0.50_0_ensemble4,chemprop,0.50,1.79425132274628
delaney,spectra_tanimoto,0.50_1_ensemble4,chemprop,0.50,0.977216601371765
delaney,spectra_tanimoto,0.50_2_ensemble4,chemprop,0.50,3.13156795501709
delaney,spectra_tanimoto,0.55_0_ensemble4,chemprop,0.55,1.55916166305542
delaney,spectra_tanimoto,0.55_1_ensemble4,chemprop,0.55,1.57079613208771
delaney,spectra_tanimoto,0.55_2_ensemble4,chemprop,0.55,1.61744832992554
delaney,spectra_tanimoto,0.60_0_ensemble4,chemprop,0.60,1.98680067062378
delaney,spectra_tanimoto,0.60_1_ensemble4,chemprop,0.60,1.33366250991821
delaney,spectra_tanimoto,0.60_2_ensemble4,chemprop,0.60,2.52346205711365
delaney,spectra_tanimoto,0.65_0_ensemble4,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_1_ensemble4,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_2_ensemble4,chemprop,0.65,1.65494108200073
delaney,spectra_tanimoto,0.70_0_ensemble4,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_1_ensemble4,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_2_ensemble4,chemprop,0.70,NA
delaney,spectra_tanimoto,0.75_0_ensemble4,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_1_ensemble4,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_2_ensemble4,chemprop,0.75,NA
delaney,spectra_tanimoto,0.80_0_ensemble4,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_1_ensemble4,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_2_ensemble4,chemprop,0.80,NA
delaney,spectra_tanimoto,0.85_0_ensemble4,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_1_ensemble4,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_2_ensemble4,chemprop,0.85,NA
delaney,spectra_tanimoto,0.90_0_ensemble4,chemprop,0.90,NA
delaney,spectra_tanimoto,0.90_1_ensemble4,chemprop,0.90,NA
delaney,spectra_tanimoto,0.90_2_ensemble4,chemprop,0.90,NA
delaney,spectra_tanimoto,0.95_0_ensemble4,chemprop,0.95,NA
delaney,spectra_tanimoto,0.95_1_ensemble4,chemprop,0.95,NA
delaney,spectra_tanimoto,0.95_2_ensemble4,chemprop,0.95,NA
delaney,spectra_tanimoto,1.00_0_ensemble4,chemprop,1.00,NA
delaney,spectra_tanimoto,1.00_1_ensemble4,chemprop,1.00,NA
delaney,spectra_tanimoto,1.00_2_ensemble4,chemprop,1.00,NA
delaney,spectra_tanimoto,0.00_0_ensemble5,chemprop,0.00,0.548457205295563
delaney,spectra_tanimoto,0.00_1_ensemble5,chemprop,0.00,0.563490390777588
delaney,spectra_tanimoto,0.00_2_ensemble5,chemprop,0.00,0.676130175590515
delaney,spectra_tanimoto,0.05_0_ensemble5,chemprop,0.05,1.17703354358673
delaney,spectra_tanimoto,0.05_1_ensemble5,chemprop,0.05,1.03262948989868
delaney,spectra_tanimoto,0.05_2_ensemble5,chemprop,0.05,0.671886026859283
delaney,spectra_tanimoto,0.10_0_ensemble5,chemprop,0.10,1.86360991001129
delaney,spectra_tanimoto,0.10_1_ensemble5,chemprop,0.10,0.792556941509247
delaney,spectra_tanimoto,0.10_2_ensemble5,chemprop,0.10,0.909140348434448
delaney,spectra_tanimoto,0.15_0_ensemble5,chemprop,0.15,1.17186629772186
delaney,spectra_tanimoto,0.15_1_ensemble5,chemprop,0.15,1.1070773601532
delaney,spectra_tanimoto,0.15_2_ensemble5,chemprop,0.15,2.12025690078735
delaney,spectra_tanimoto,0.20_0_ensemble5,chemprop,0.20,0.90492182970047
delaney,spectra_tanimoto,0.20_1_ensemble5,chemprop,0.20,1.55606436729431
delaney,spectra_tanimoto,0.20_2_ensemble5,chemprop,0.20,1.86353015899658
delaney,spectra_tanimoto,0.25_0_ensemble5,chemprop,0.25,2.55262875556946
delaney,spectra_tanimoto,0.25_1_ensemble5,chemprop,0.25,2.31503653526306
delaney,spectra_tanimoto,0.25_2_ensemble5,chemprop,0.25,1.67767465114594
delaney,spectra_tanimoto,0.30_0_ensemble5,chemprop,0.30,2.17476797103882
delaney,spectra_tanimoto,0.30_1_ensemble5,chemprop,0.30,3.81324005126953
delaney,spectra_tanimoto,0.30_2_ensemble5,chemprop,0.30,2.61724162101746
delaney,spectra_tanimoto,0.35_0_ensemble5,chemprop,0.35,1.74532699584961
delaney,spectra_tanimoto,0.35_1_ensemble5,chemprop,0.35,1.64977514743805
delaney,spectra_tanimoto,0.35_2_ensemble5,chemprop,0.35,1.4877268075943
delaney,spectra_tanimoto,0.40_0_ensemble5,chemprop,0.40,1.97730386257172
delaney,spectra_tanimoto,0.40_1_ensemble5,chemprop,0.40,1.47834753990173
delaney,spectra_tanimoto,0.40_2_ensemble5,chemprop,0.40,1.26420998573303
delaney,spectra_tanimoto,0.45_0_ensemble5,chemprop,0.45,1.7438942193985
delaney,spectra_tanimoto,0.45_1_ensemble5,chemprop,0.45,1.63119781017303
delaney,spectra_tanimoto,0.45_2_ensemble5,chemprop,0.45,1.72901034355164
delaney,spectra_tanimoto,0.50_0_ensemble5,chemprop,0.50,1.96640515327454
delaney,spectra_tanimoto,0.50_1_ensemble5,chemprop,0.50,1.44607079029083
delaney,spectra_tanimoto,0.50_2_ensemble5,chemprop,0.50,3.00272297859192
delaney,spectra_tanimoto,0.55_0_ensemble5,chemprop,0.55,1.47295928001404
delaney,spectra_tanimoto,0.55_1_ensemble5,chemprop,0.55,1.33257293701172
delaney,spectra_tanimoto,0.55_2_ensemble5,chemprop,0.55,1.66698837280273
delaney,spectra_tanimoto,0.60_0_ensemble5,chemprop,0.60,2.01741528511047
delaney,spectra_tanimoto,0.60_1_ensemble5,chemprop,0.60,1.37477469444275
delaney,spectra_tanimoto,0.60_2_ensemble5,chemprop,0.60,2.88780689239502
delaney,spectra_tanimoto,0.65_0_ensemble5,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_1_ensemble5,chemprop,0.65,NA
delaney,spectra_tanimoto,0.65_2_ensemble5,chemprop,0.65,1.87780404090881
delaney,spectra_tanimoto,0.70_0_ensemble5,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_1_ensemble5,chemprop,0.70,NA
delaney,spectra_tanimoto,0.70_2_ensemble5,chemprop,0.70,NA
delaney,spectra_tanimoto,0.75_0_ensemble5,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_1_ensemble5,chemprop,0.75,NA
delaney,spectra_tanimoto,0.75_2_ensemble5,chemprop,0.75,NA
delaney,spectra_tanimoto,0.80_0_ensemble5,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_1_ensemble5,chemprop,0.80,NA
delaney,spectra_tanimoto,0.80_2_ensemble5,chemprop,0.80,NA
delaney,spectra_tanimoto,0.85_0_ensemble5,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_1_ensemble5,chemprop,0.85,NA
delaney,spectra_tanimoto,0.85_2_ensemble5,chemprop,0.85,NA
delaney,spectra_tanimoto,0.90_0_ensemble5,chemprop,0.90,NA
